200,100,300,0,0,0
300,200,400,0,0,0
400,300,500,0,0,0
500,400,600,0,0,0
600,500,700,0,0,0
700,600,800,0,0,0
800,700,900,0,0,0
900,800,900,0,0,0
900,900,900,0,0,0
